Block Name,Block Number,Point ID,Points_m_XYZ_0,Points_m_XYZ_1,Points_m_XYZ_2,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,5892,4.43779,-10.1048,-0.19264,11.038,397197226,15629,11.038,6,14,397197226,-1
dataset_1,1,9176,-0.418105,-10.1021,1.96533,10.3,397203467,18237,10.3,1,11,397203467,11
dataset_1,1,2218,11.9606,-10.0967,1.92188,15.77,397190961,13017,15.77,8,7,397190961,7
dataset_1,1,14596,-10.2157,-10.0952,3.31578,14.74,397213867,22534,14.74,11,13,397213867,13
dataset_1,1,14698,-10.4573,-10.0879,2.82435,14.802,397213476,22603,14.802,15,11,397213476,11
dataset_1,1,5777,4.594,-10.0853,-0.193442,11.084,397197558,15551,11.084,9,14,397197558,-1
dataset_1,1,5004,5.89475,-10.0836,0.203879,11.682,397195814,14969,11.682,6,1,397195814,1
dataset_1,1,1103,15.5603,-10.0818,2.93659,18.772,397189196,12294,18.772,9,9,397189196,9
dataset_1,1,3395,9.08106,-10.0785,1.18689,13.618,397193058,13798,13.618,7,5,397193058,5
dataset_1,1,5806,4.54807,-10.0776,-0.192989,11.058,397196895,15571,11.058,6,14,397196895,-1
dataset_1,1,14757,-10.5861,-10.0775,2.31492,14.798,397213692,22641,14.798,11,9,397213692,9
dataset_1,1,14614,-10.2539,-10.0765,0.753428,14.396,397213955,22550,14.396,12,3,397213955,3
dataset_1,1,15927,-14.3174,-10.0699,0.917345,17.528,397216167,23488,17.528,8,3,397216167,3
dataset_1,1,4260,7.30732,-10.0687,0.652001,12.458,397194160,14403,12.458,7,3,397194160,3
dataset_1,1,5747,4.62658,-10.0682,-0.193408,11.082,397197447,15532,11.082,11,14,397197447,-1
dataset_1,1,14651,-10.3228,-10.0631,2.80222,14.686,397214084,22573,14.686,16,11,397214084,11
dataset_1,1,14054,-8.86465,-10.0621,0.234072,13.412,397212402,22138,13.412,7,1,397212402,1
dataset_1,1,11819,-4.8208,-10.0573,1.76646,11.292,397208882,20561,11.292,1,9,397208882,9
dataset_1,1,4978,5.92586,-10.0561,0.203739,11.674,397195703,14949,11.674,5,1,397195703,1
dataset_1,1,17974,-24.8356,-10.0544,2.34414,26.896,397218936,24796,26.896,9,5,397218936,5
dataset_1,1,18733,-33.8346,-10.0544,4.33392,35.562,397220489,25345,35.562,12,7,397220489,7
dataset_1,1,2187,11.9897,-10.0498,1.9209,15.762,397190851,12997,15.762,8,7,397190851,7
dataset_1,1,3366,9.11485,-10.0452,1.18671,13.616,397192947,13778,13.616,7,5,397192947,5
dataset_1,1,14729,-10.4854,-10.0446,2.82245,14.792,397213586,22623,14.792,7,11,397213586,11
dataset_1,1,14682,-10.372,-10.0406,2.80604,14.706,397213420,22593,14.706,14,11,397213420,11
dataset_1,1,14624,-10.23,-10.039,3.30903,14.71,397213978,22554,14.71,11,13,397213978,13
dataset_1,1,11523,-4.3973,-10.0364,1.73548,11.094,397208550,20366,11.094,1,9,397208550,9
dataset_1,1,15959,-14.367,-10.0338,0.918391,17.548,397216277,23507,17.548,8,3,397216277,3
dataset_1,1,14782,-10.6066,-10.0301,2.3121,14.78,397213803,22660,14.78,16,9,397213803,9
dataset_1,1,11848,-4.84724,-10.027,1.76395,11.276,397208993,20580,11.276,1,9,397208993,9
dataset_1,1,1072,15.5886,-10.0269,2.93565,18.766,397189086,12275,18.766,9,9,397189086,9
dataset_1,1,14713,-10.4282,-10.0248,2.81176,14.736,397213531,22613,14.736,14,11,397213531,11
dataset_1,1,5716,4.64824,-10.0229,-0.192849,11.05,397197337,15512,11.05,9,14,397197337,-1
dataset_1,1,4233,7.3271,-10.0222,0.650641,12.432,397194049,14383,12.432,7,3,397194049,3
dataset_1,1,15536,-12.9502,-10.0199,2.59337,16.578,397215462,23227,16.578,3,9,397215462,9
dataset_1,1,14744,-10.4912,-10.0186,2.81978,14.778,397213642,22632,14.778,6,11,397213642,11
dataset_1,1,4953,5.94794,-10.0175,0.203355,11.652,397195593,14930,11.652,6,1,397195593,1
dataset_1,1,2159,12.0277,-10.0104,1.92139,15.766,397190740,12977,15.766,8,7,397190740,7
dataset_1,1,3337,9.14448,-10.0075,1.18602,13.608,397192837,13758,13.608,7,5,397192837,5
dataset_1,1,14653,-10.2619,-10.0036,3.30858,14.708,397214088,22573,14.708,11,13,397214088,13
dataset_1,1,14643,-10.2458,-10.0019,0.750393,14.338,397214065,22569,14.338,10,3,397214065,3
dataset_1,1,15990,-14.4216,-10.0009,0.919752,17.574,397215614,23526,17.574,8,3,397215614,3
dataset_1,1,14598,-10.122,-9.99913,3.8124,14.73,397213872,22535,14.73,9,15,397213872,15
dataset_1,1,14674,-10.3136,-9.99809,0.7528,14.384,397213402,22589,14.384,10,3,397213402,3
dataset_1,1,14808,-10.6458,-9.9971,2.31304,14.786,397213913,22680,14.786,19,9,397213913,9
dataset_1,1,14080,-8.86654,-9.99365,0.233199,13.362,397212512,22158,13.362,8,1,397212512,1
dataset_1,1,4928,5.97774,-9.98807,0.203181,11.642,397195482,14910,11.642,6,1,397195482,1
dataset_1,1,3309,9.18032,-9.98002,1.18636,13.612,397192726,13739,13.612,7,5,397192726,5
dataset_1,1,4206,7.34664,-9.97568,0.64928,12.406,397194712,14363,12.406,7,3,397194712,3
dataset_1,1,10780,-3.23664,-9.9732,1.28743,10.564,397206887,19798,10.564,1,7,397206887,7
dataset_1,1,2128,12.0639,-9.97304,1.92188,15.77,397191404,12958,15.77,8,7,397191404,7
dataset_1,1,14670,-10.2696,-9.97277,3.8357,14.82,397214148,22584,14.82,7,15,397214148,15
dataset_1,1,18003,-24.8817,-9.97211,2.34519,26.908,397219047,24816,26.908,9,5,397219047,5
dataset_1,1,14684,-10.3009,-9.97183,3.30993,14.714,397213425,22593,14.714,11,13,397213425,13
dataset_1,1,5687,4.66366,-9.96943,-0.192116,11.008,397197226,15493,11.008,9,14,397197226,-1
dataset_1,1,15083,-11.456,-9.9691,4.06915,15.722,397214370,22897,15.722,7,15,397214370,15
dataset_1,1,16022,-14.4827,-9.96859,0.921427,17.606,397215725,23546,17.606,8,3,397215725,3
dataset_1,1,11673,-4.56987,-9.96767,1.73674,11.102,397209103,20463,11.102,1,9,397209103,9
dataset_1,1,14746,-10.4376,-9.96743,3.33197,14.812,397213646,22632,14.812,12,13,397213646,13
dataset_1,1,1040,15.6135,-9.96609,2.93377,18.754,397189749,12255,18.754,9,9,397189749,9
dataset_1,1,11553,-4.40181,-9.95669,1.72422,11.022,397208661,20385,11.022,1,9,397208661,9
dataset_1,1,4903,6.00256,-9.95449,0.202902,11.626,397195371,14891,11.626,6,1,397195371,1
dataset_1,1,15564,-12.9536,-9.95399,2.58743,16.54,397215572,23246,16.54,9,9,397215572,9
dataset_1,1,14759,-10.4546,-9.94886,2.80527,14.702,397213697,22642,14.702,15,11,397213697,11
dataset_1,1,14715,-10.3483,-9.94796,3.31398,14.732,397213536,22613,14.732,11,13,397213536,13
dataset_1,1,14701,-10.3154,-9.94759,3.83984,14.836,397213485,22604,14.836,15,15,397213485,15
dataset_1,1,3282,9.21065,-9.9466,1.18602,13.608,397192616,13720,13.608,7,5,397192616,5
dataset_1,1,14705,-10.3312,-9.94541,0.751544,14.36,397213513,22609,14.36,8,3,397213513,3
dataset_1,1,11582,-4.43399,-9.94023,1.72391,11.02,397208771,20404,11.02,1,9,397208771,9
dataset_1,1,4179,7.37136,-9.94003,0.648547,12.392,397194602,14344,12.392,7,3,397194602,3
dataset_1,1,18759,-33.8583,-9.93935,4.3327,35.552,397220600,25364,35.552,12,7,397220600,7
dataset_1,1,10893,-3.41619,-9.93825,1.66446,10.64,397207444,19897,10.64,1,9,397207444,9
dataset_1,1,14626,-10.1307,-9.93803,3.80257,14.692,397213982,22555,14.692,12,15,397213982,15
dataset_1,1,14784,-10.5118,-9.93706,2.81176,14.736,397213807,22661,14.736,17,11,397213807,11
dataset_1,1,16051,-14.5356,-9.93037,0.922578,17.628,397215835,23566,17.628,8,3,397215835,3
dataset_1,1,2096,12.0923,-9.9292,1.92115,15.764,397191293,12939,15.764,8,7,397191293,7
dataset_1,1,14733,-10.3682,-9.92889,3.84657,14.862,397213595,22624,14.862,15,15,397213595,15
dataset_1,1,14737,-10.3814,-9.92766,0.7528,14.384,397213623,22628,14.384,8,3,397213623,3
dataset_1,1,15109,-11.4864,-9.92526,4.0676,15.716,397214480,22917,15.716,7,15,397214480,15
dataset_1,1,14105,-8.86234,-9.92243,0.232222,13.306,397212623,22177,13.306,8,1,397212623,1
dataset_1,1,4878,6.02724,-9.92086,0.202622,11.61,397195261,14872,11.61,5,1,397195261,1
dataset_1,1,14766,-10.4404,-9.91794,0.754685,14.42,397213734,22647,14.42,10,3,397213734,3
dataset_1,1,3253,9.24124,-9.91002,1.18549,13.602,397192505,13700,13.602,7,5,397192505,5
dataset_1,1,5657,4.67538,-9.90426,-0.191174,10.954,397197116,15473,10.954,6,14,397197116,-1
dataset_1,1,14810,-10.5493,-9.903,2.81252,14.74,397213918,22681,14.74,7,11,397213918,11
dataset_1,1,1010,15.6198,-9.89734,2.92877,18.722,397189639,12236,18.722,9,9,397189639,9
dataset_1,1,14792,-10.488,-9.89377,0.755627,14.438,397213844,22667,14.438,10,3,397213844,3
dataset_1,1,14731,-10.3262,-9.89214,3.30138,14.676,397213591,22623,14.676,6,13,397213591,13
dataset_1,1,15036,-11.2277,-9.8916,0.784202,14.984,397214176,22862,14.984,11,3,397214176,3
dataset_1,1,18032,-24.9311,-9.89108,2.34658,26.924,397219158,24836,26.924,9,5,397219158,5
dataset_1,1,14655,-10.1484,-9.88955,3.79688,14.67,397214093,22574,14.67,12,15,397214093,15
dataset_1,1,4152,7.38688,-9.88864,0.646872,12.36,397194491,14324,12.36,7,3,397194491,3
dataset_1,1,4853,6.05729,-9.88847,0.202413,11.598,397195150,14851,11.598,6,1,397195150,1
dataset_1,1,2064,12.1284,-9.88818,1.92139,15.766,397191182,12919,15.766,8,7,397191182,7
dataset_1,1,16081,-14.5767,-9.88772,0.923102,17.638,397215946,23585,17.638,8,3,397215946,3
dataset_1,1,10800,-3.24494,-9.88697,1.27768,10.484,397206997,19817,10.484,1,7,397206997,7
dataset_1,1,5630,4.70734,-9.88246,-0.191069,10.948,397197005,15453,10.948,6,14,397197005,-1
dataset_1,1,15061,-11.2907,-9.87733,0.786191,15.022,397214287,22882,15.022,11,3,397214287,3
dataset_1,1,3225,9.27441,-9.87625,1.18532,13.6,397192395,13680,13.6,7,5,397192395,5
dataset_1,1,15133,-11.5046,-9.87453,4.06242,15.696,397214591,22936,15.696,7,15,397214591,15
dataset_1,1,10842,-3.30971,-9.8745,0.181784,10.416,397207205,19853,10.416,1,1,397207205,1
dataset_1,1,5603,4.74182,-9.87041,-0.191139,10.952,397196895,15434,10.952,6,14,397196895,-1
dataset_1,1,14686,-10.1995,-9.87019,3.80309,14.694,397213430,22594,14.694,12,15,397213430,15
dataset_1,1,14817,-10.5312,-9.86529,0.756255,14.45,397213955,22687,14.45,10,3,397213955,3
dataset_1,1,14717,-10.2617,-9.8613,3.81344,14.734,397213540,22614,14.734,12,15,397213540,15
dataset_1,1,14131,-8.87189,-9.86016,0.231524,13.266,397212734,22198,13.266,8,1,397212734,1
dataset_1,1,4828,6.08165,-9.85472,0.202134,11.582,397195814,14832,11.582,6,1,397195814,1
dataset_1,1,11612,-4.43704,-9.85445,1.71171,10.942,397208882,20424,10.942,1,9,397208882,9
dataset_1,1,16110,-14.6309,-9.85384,0.924462,17.664,397216056,23604,17.664,5,3,397216056,3
dataset_1,1,14986,-11.0322,-9.85012,0.775096,14.81,397213955,22824,14.81,8,3,397213955,3
dataset_1,1,4125,7.41055,-9.84843,0.64593,12.342,397194381,14304,12.342,7,3,397194381,3
dataset_1,1,14840,-10.5861,-9.84751,0.75772,14.478,397214065,22707,14.478,8,3,397214065,3
dataset_1,1,3197,9.30848,-9.84689,1.18549,13.602,397193058,13661,13.602,8,5,397193058,5
dataset_1,1,2032,12.1629,-9.84579,1.92139,15.766,397191072,12899,15.766,8,7,397191072,7
dataset_1,1,15011,-11.0992,-9.84396,0.777503,14.856,397214066,22843,14.856,8,3,397214066,3
dataset_1,1,980,15.6526,-9.8417,2.92845,18.72,397189528,12216,18.72,9,9,397189528,9
dataset_1,1,14465,-9.65309,-9.84021,1.69252,13.888,397213356,22445,13.888,6,7,397213356,7
dataset_1,1,15296,-11.9666,-9.83998,0.81194,15.514,397214508,23057,15.514,18,3,397214508,3
dataset_1,1,18785,-33.9442,-9.83602,4.33928,35.606,397220711,25384,35.606,12,7,397220711,7
dataset_1,1,11642,-4.46977,-9.8353,1.71108,10.938,397208993,20444,10.938,1,9,397208993,9
dataset_1,1,14937,-10.8581,-9.83172,0.767664,14.668,397214508,22784,14.668,8,3,397214508,3
dataset_1,1,15113,-11.394,-9.83156,0.788703,15.07,397214508,22921,15.07,18,3,397214508,3
dataset_1,1,14962,-10.9324,-9.82981,0.77049,14.722,397214618,22804,14.722,8,3,397214618,3
dataset_1,1,15087,-11.3146,-9.82869,0.785458,15.008,397214397,22902,15.008,18,3,397214397,3
dataset_1,1,14865,-10.6348,-9.82727,0.758871,14.5,397214176,22726,14.5,8,3,397214176,3
dataset_1,1,5579,4.76316,-9.8268,-0.190615,10.922,397196784,15414,10.922,6,14,397196784,-1
dataset_1,1,5557,4.80099,-9.82173,-0.190825,10.934,397196673,15395,10.934,6,14,397196673,-1
dataset_1,1,4801,6.10862,-9.82154,0.201889,11.568,397195703,14812,11.568,6,1,397195703,1
dataset_1,1,14914,-10.7738,-9.82058,0.764,14.598,397214397,22765,14.598,8,3,397214397,3
dataset_1,1,15326,-12.0241,-9.8171,0.81351,15.544,397214619,23077,15.544,13,3,397214619,3
dataset_1,1,16140,-14.6852,-9.81602,0.925718,17.688,397216167,23624,17.688,8,3,397216167,3
dataset_1,1,15269,-11.857,-9.81593,0.806706,15.414,397215171,23038,15.414,29,3,397215171,3
dataset_1,1,3169,9.34142,-9.81289,1.18532,13.6,397192947,13641,13.6,8,5,397192947,5
dataset_1,1,4098,7.43231,-9.80947,0.644988,12.324,397194270,14285,12.324,7,3,397194270,3
dataset_1,1,14890,-10.685,-9.80815,0.760127,14.524,397214287,22745,14.524,8,3,397214287,3
dataset_1,1,18057,-24.9601,-9.80689,2.34623,26.92,397219268,24855,26.92,9,5,397219268,5
dataset_1,1,14857,-10.5937,-9.80644,2.80604,14.706,397214139,22721,14.706,7,11,397214139,11
dataset_1,1,951,15.717,-9.80583,2.93408,18.756,397189417,12196,18.756,6,9,397189417,9
dataset_1,1,15137,-11.4387,-9.80412,0.78954,15.086,397214618,22940,15.086,18,3,397214618,3
dataset_1,1,14786,-10.3704,-9.80336,3.29463,14.646,397213812,22661,14.646,20,13,397213812,13
dataset_1,1,15162,-11.5154,-9.80038,0.792471,15.142,397214729,22960,15.142,13,3,397214729,3
dataset_1,1,5532,4.83088,-9.80038,-0.19072,10.928,397196563,15376,10.928,8,14,397196563,-1
dataset_1,1,15158,-11.4887,-9.79497,4.04534,15.63,397214701,22955,15.63,3,15,397214701,15
dataset_1,1,2001,12.1863,-9.79457,1.91969,15.752,397190961,12879,15.752,8,7,397190961,7
dataset_1,1,15886,-13.7833,-9.79165,2.67785,17.118,397216015,23461,17.118,3,9,397216015,9
dataset_1,1,15354,-12.0769,-9.79016,0.814766,15.568,397214729,23097,15.568,13,3,397214729,3
dataset_1,1,14155,-8.86695,-9.78918,0.230546,13.21,397212844,22217,13.21,8,1,397212844,1
dataset_1,1,4774,6.13266,-9.78767,0.20161,11.552,397195593,14793,11.552,6,1,397195593,1
dataset_1,1,16170,-14.7476,-9.78715,0.927602,17.724,397216277,23643,17.724,5,3,397216277,3
dataset_1,1,5504,4.86417,-9.78166,-0.190685,10.926,397196452,15356,10.926,8,14,397196452,-1
dataset_1,1,15383,-12.1451,-9.77886,0.817174,15.614,397214840,23116,15.614,11,3,397214840,3
dataset_1,1,3140,9.36978,-9.77754,1.1848,13.594,397192837,13622,13.594,8,5,397192837,5
dataset_1,1,14779,-10.3297,-9.77514,1.24424,14.276,397213794,22658,14.276,2,5,397213794,5
dataset_1,1,15120,-11.3421,-9.77297,2.91022,15.252,397214526,22925,15.252,1,11,397214526,11
dataset_1,1,14812,-10.4074,-9.76977,3.29553,14.65,397213923,22681,14.65,4,13,397213923,13
dataset_1,1,4070,7.45197,-9.76442,0.643732,12.3,397194159,14265,12.3,7,3,397194159,3
dataset_1,1,15189,-11.5541,-9.76399,0.792785,15.148,397214840,22980,15.148,20,3,397214840,3
dataset_1,1,14581,-9.84831,-9.76274,3.2015,14.232,397213812,22525,14.232,3,13,397213812,13
dataset_1,1,4747,6.16038,-9.75606,0.201401,11.54,397195482,14773,11.54,6,1,397195482,1
dataset_1,1,15185,-11.5243,-9.75605,4.04586,15.632,397214812,22975,15.632,3,15,397214812,15
dataset_1,1,5479,4.89291,-9.7539,-0.190476,10.914,397196342,15336,10.914,8,14,397196342,-1
dataset_1,1,1972,12.2156,-9.75162,1.9192,15.748,397190851,12860,15.748,8,7,397190851,7
dataset_1,1,15709,-13.1489,-9.75099,2.59274,16.574,397215351,23344,16.574,10,9,397215351,9
dataset_1,1,15410,-12.1915,-9.74976,0.818116,15.632,397214950,23135,15.632,9,3,397214950,3
dataset_1,1,14494,-9.62708,-9.74883,1.68228,13.804,397213466,22464,13.804,2,7,397213466,7
dataset_1,1,16202,-14.8,-9.74401,0.928649,17.744,397216388,23664,17.744,5,3,397216388,3
dataset_1,1,14639,-9.96014,-9.73668,3.73217,14.42,397214038,22565,14.42,3,15,397214038,15
dataset_1,1,3110,9.39108,-9.73495,1.1834,13.578,397192726,13603,13.578,7,5,397192726,5
dataset_1,1,15213,-11.5805,-9.73441,4.05362,15.662,397214923,22995,15.662,5,15,397214923,15
dataset_1,1,14906,-10.6527,-9.73067,2.80451,14.698,397214360,22759,14.698,10,11,397214360,11
dataset_1,1,4040,7.47457,-9.72698,0.642895,12.284,397194049,14246,12.284,7,3,397194049,3
dataset_1,1,18810,-33.9862,-9.72613,4.3405,35.616,397220047,25403,35.616,12,7,397220047,7
dataset_1,1,15207,-11.5598,-9.72389,2.39251,15.294,397214909,22993,15.294,20,9,397214909,9
dataset_1,1,15244,-11.6616,-9.72296,0.795716,15.204,397215061,23018,15.204,33,3,397215061,3
dataset_1,1,14180,-8.86568,-9.72278,0.229674,13.16,397212955,22236,13.16,8,1,397212955,1
dataset_1,1,5455,4.9171,-9.72156,-0.190161,10.896,397197005,15317,10.896,8,14,397197005,-1
dataset_1,1,18083,-24.9886,-9.71754,2.34571,26.914,397219379,24875,26.914,9,5,397219379,5
dataset_1,1,4721,6.18259,-9.71594,0.201017,11.518,397195371,14753,11.518,5,1,397195371,1
dataset_1,1,1940,12.251,-9.71353,1.91969,15.752,397190740,12841,15.752,8,7,397190740,7
dataset_1,1,15437,-12.2301,-9.71087,0.81843,15.638,397215061,23155,15.638,9,3,397215061,3
dataset_1,1,15949,-13.8707,-9.70878,2.6816,17.142,397216236,23501,17.142,7,9,397216236,9
dataset_1,1,9523,-1.06496,-9.70842,1.19919,9.84,397204122,18626,9.84,1,7,397204122,7
dataset_1,1,16234,-14.849,-9.70581,0.929696,17.764,397216499,23683,17.764,5,3,397216499,3
dataset_1,1,12806,-6.14849,-9.69969,-0.200458,11.486,397210387,21237,11.486,6,14,397210387,-1
dataset_1,1,3079,9.42392,-9.6976,1.18305,13.574,397192616,13582,13.574,7,5,397192616,5
dataset_1,1,5431,4.94386,-9.69451,-0.189952,10.884,397196894,15298,10.884,8,14,397196894,-1
dataset_1,1,12775,-6.09543,-9.69063,-0.19983,11.45,397210276,21217,11.45,4,14,397210276,-1
dataset_1,1,15235,-11.598,-9.69057,2.39376,15.302,397215019,23012,15.302,23,9,397215019,9
dataset_1,1,10866,-3.28509,-9.68866,0.178573,10.232,397207315,19873,10.232,1,1,397207315,1
dataset_1,1,4696,6.20938,-9.68697,0.200842,11.508,397195261,14734,11.508,5,1,397195261,1
dataset_1,1,4010,7.49748,-9.68661,0.641953,12.266,397193938,14226,12.266,7,3,397193938,3
dataset_1,1,12835,-6.18769,-9.6866,-0.200633,11.496,397210497,21257,11.496,6,14,397210497,-1
dataset_1,1,15145,-11.3148,-9.68425,2.89495,15.172,397214637,22944,15.172,4,11,397214637,11
dataset_1,1,12865,-6.22844,-9.67948,-0.200912,11.512,397210608,21276,11.512,6,14,397210608,-1
dataset_1,1,15465,-12.267,-9.67397,0.818744,15.644,397215171,23174,15.644,9,3,397215171,3
dataset_1,1,16263,-14.9046,-9.67174,0.931161,17.792,397216609,23702,17.792,5,3,397216609,3
dataset_1,1,12894,-6.26812,-9.67052,-0.201156,11.526,397210719,21295,11.526,6,14,397210719,-1
dataset_1,1,14980,-10.8079,-9.67018,3.34817,14.884,397214697,22818,14.884,4,13,397214697,13
dataset_1,1,5406,4.97402,-9.67008,-0.189812,10.876,397196784,15278,10.876,8,14,397196784,-1
dataset_1,1,14208,-8.87657,-9.66674,0.22908,13.126,397213065,22256,13.126,11,1,397213065,1
dataset_1,1,3052,9.45185,-9.66203,1.18253,13.568,397192505,13563,13.568,7,5,397192505,5
dataset_1,1,9541,-1.09224,-9.66144,1.19383,9.796,397204232,18645,9.796,1,7,397204232,7
dataset_1,1,15260,-11.6407,-9.66089,2.39595,15.316,397215130,23031,15.316,8,9,397215130,9
dataset_1,1,1909,12.2724,-9.66088,1.91774,15.736,397190629,12821,15.736,8,7,397190629,7
dataset_1,1,4671,6.23387,-9.65456,0.200598,11.494,397195150,14715,11.494,5,1,397195150,1
dataset_1,1,14859,-10.421,-9.64657,3.27844,14.574,397214144,22721,14.574,13,13,397214144,13
dataset_1,1,12952,-6.34479,-9.64433,-0.201505,11.546,397210940,21334,11.546,6,14,397210940,-1
dataset_1,1,15292,-11.7112,-9.6437,4.06501,15.706,397215254,23053,15.706,7,15,397215254,15
dataset_1,1,16292,-14.9752,-9.64344,0.933464,17.836,397216720,23722,17.836,5,3,397216720,3
dataset_1,1,12923,-6.29746,-9.64188,-0.201017,11.518,397210829,21315,11.518,6,14,397210829,-1
dataset_1,1,3981,7.5136,-9.64122,0.640592,12.24,397193828,14207,12.24,7,3,397193828,3
dataset_1,1,5381,5.00129,-9.64024,-0.189568,10.862,397196673,15258,10.862,8,14,397196673,-1
dataset_1,1,15005,-10.8503,-9.64016,3.35087,14.896,397214033,22838,14.896,8,13,397214033,13
dataset_1,1,12981,-6.38725,-9.63546,-0.201785,11.562,397211050,21354,11.562,6,14,397211050,-1
dataset_1,1,15519,-12.3941,-9.63468,0.822721,15.72,397215393,23214,15.72,4,3,397215393,3
dataset_1,1,18111,-25.0207,-9.63462,2.34571,26.914,397219489,24894,26.914,9,5,397219489,5
dataset_1,1,3024,9.48412,-9.62756,1.18235,13.566,397192394,13543,13.566,7,5,397192394,5
dataset_1,1,9317,-0.657861,-9.62509,1.18457,9.72,397203569,18391,9.72,1,7,397203569,7
dataset_1,1,4646,6.26208,-9.62436,0.200423,11.484,397195040,14695,11.484,8,1,397195040,1
dataset_1,1,14884,-10.4644,-9.62251,3.28204,14.59,397214254,22740,14.59,9,13,397214254,13
dataset_1,1,13010,-6.4225,-9.61922,-0.201889,11.568,397211161,21373,11.568,6,14,397211161,-1
dataset_1,1,1879,12.306,-9.61798,1.91774,15.736,397190519,12801,15.736,8,7,397190519,7
dataset_1,1,18834,-34.039,-9.61283,4.34294,35.636,397220158,25423,35.636,12,7,397220158,7
dataset_1,1,15170,-11.3096,-9.61163,2.88503,15.12,397214747,22964,15.12,6,11,397214747,11
dataset_1,1,15030,-10.8896,-9.61057,3.35312,14.906,397214144,22857,14.906,14,13,397214144,13
dataset_1,1,16323,-15.0289,-9.60771,0.934825,17.862,397216830,23741,17.862,5,3,397216830,3
dataset_1,1,2995,9.52161,-9.60171,1.18305,13.574,397192284,13524,13.574,8,5,397192284,5
dataset_1,1,3952,7.5332,-9.60054,0.639545,12.22,397193717,14188,12.22,7,3,397193717,3
dataset_1,1,14235,-8.87465,-9.60054,0.228208,13.076,397213176,22275,13.076,9,1,397213176,1
dataset_1,1,15217,-11.435,-9.5985,0.782423,14.95,397214950,22999,14.95,8,3,397214950,3
dataset_1,1,8754,0.325119,-9.59837,1.17921,9.676,397202573,17806,9.676,3,7,397202573,7
dataset_1,1,4621,6.28958,-9.59686,0.200284,11.476,397194929,14676,11.476,6,1,397194929,1
dataset_1,1,13039,-6.45604,-9.59674,-0.201889,11.568,397211271,21393,11.568,6,14,397211271,-1
dataset_1,1,8676,0.459266,-9.59632,0.84053,9.644,397202126,17726,9.644,1,5,397202126,5
dataset_1,1,5356,5.01841,-9.59525,-0.18901,10.83,397196563,15239,10.83,6,14,397196563,-1
dataset_1,1,15624,-12.6675,-9.59078,3.08843,16.186,397215798,23287,16.186,4,11,397215798,11
dataset_1,1,13069,-6.49792,-9.59018,-0.202204,11.586,397211382,21412,11.586,6,14,397211382,-1
dataset_1,1,15651,-12.7541,-9.59001,3.10179,16.256,397215135,23306,16.256,2,11,397215135,11
dataset_1,1,10888,-3.2884,-9.58823,0.176932,10.138,397207426,19893,10.138,1,1,397207426,1
dataset_1,1,5332,5.05374,-9.58121,-0.189079,10.834,397196452,15219,10.834,8,14,397196452,-1
dataset_1,1,15055,-10.9287,-9.58083,3.35537,14.916,397214254,22876,14.916,18,13,397214254,13
dataset_1,1,15545,-12.407,-9.57888,0.821465,15.696,397215503,23233,15.696,6,3,397215503,3
dataset_1,1,16355,-15.0927,-9.57445,0.936709,17.898,397216167,23761,17.898,5,3,397216167,3
dataset_1,1,1850,12.3332,-9.57347,1.917,15.73,397190408,12782,15.73,8,7,397190408,7
dataset_1,1,15219,-11.4042,-9.56927,1.30246,14.944,397214955,23000,14.944,3,5,397214955,5
dataset_1,1,2967,9.55199,-9.56867,1.18288,13.572,397192173,13505,13.572,8,5,397192173,5
dataset_1,1,4596,6.3203,-9.56707,0.200144,11.468,397194818,14655,11.468,5,1,397194818,1
dataset_1,1,15197,-11.3296,-9.5607,2.8816,15.102,397214858,22984,15.102,6,11,397214858,11
dataset_1,1,13094,-6.52739,-9.55804,-0.202029,11.576,397210719,21433,11.576,6,14,397210719,-1
dataset_1,1,3923,7.55595,-9.5572,0.638499,12.2,397193607,14167,12.2,7,3,397193607,3
dataset_1,1,5307,5.08245,-9.55468,-0.188905,10.824,397196342,15199,10.824,9,14,397196342,-1
dataset_1,1,18139,-25.0635,-9.55077,2.34658,26.924,397219600,24914,26.924,9,5,397219600,5
dataset_1,1,15574,-12.4546,-9.54984,0.822512,15.716,397215614,23252,15.716,2,3,397215614,3
dataset_1,1,13123,-6.56811,-9.54952,-0.202308,11.592,397210829,21452,11.592,6,14,397210829,-1
dataset_1,1,4570,6.35421,-9.54938,0.200214,11.472,397194708,14636,11.472,5,1,397194708,1
dataset_1,1,15081,-10.9665,-9.54646,3.35672,14.922,397214365,22896,14.922,8,13,397214365,13
dataset_1,1,16385,-15.1514,-9.53767,0.938279,17.928,397216278,23781,17.928,5,3,397216278,3
dataset_1,1,14264,-8.87677,-9.53584,0.227405,13.03,397213287,22295,13.03,9,1,397213287,1
dataset_1,1,4544,6.38807,-9.53158,0.200284,11.476,397194597,14617,11.476,5,1,397194597,1
dataset_1,1,5282,5.10678,-9.52809,-0.188695,10.812,397196231,15181,10.812,9,14,397196231,-1
dataset_1,1,1820,12.3618,-9.52673,1.91627,15.724,397190298,12762,15.724,8,7,397190298,7
dataset_1,1,14931,-10.5008,-9.52487,3.27304,14.55,397214476,22779,14.55,11,13,397214476,13
dataset_1,1,2938,9.57145,-9.51815,1.18096,13.55,397192063,13484,13.55,7,5,397192063,5
